date,store_id,product_id,product_name,category,price,promotion,temperature,rainfall_mm,special_event,stock_available,units_sold,weather_source
2025-01-02,T001,P005,Bolleria,Panaderia,1.8,0,8.6,0.0,0,39,28,real
2025-01-02,T001,P006,Manzanas,Fruta,2.2,0,8.6,0.0,0,69,45,real
2025-01-02,T001,P007,Platanos,Fruta,1.95,0,8.6,0.0,0,47,52,real
2025-01-02,T001,P008,Ensalada preparada,Fresco,2.75,0,8.6,0.0,0,27,32,real
2025-01-02,T001,P009,Agua mineral,Bebidas,0.7,0,8.6,0.0,0,48,56,real
2025-01-02,T001,P010,Refresco cola,Bebidas,1.2,0,8.6,0.0,0,81,48,real
2025-01-02,T001,P011,Cafe molido,Despensa,3.4,0,8.6,0.0,0,25,24,real
2025-01-02,T001,P012,Arroz,Despensa,1.35,0,8.6,0.0,0,65,49,real
2025-01-02,T001,P013,Pasta,Despensa,1.03,1,8.6,0.0,0,77,56,real
2025-01-02,T001,P014,Helado,Congelado,2.9,0,8.6,0.0,0,36,22,real
2025-01-02,T001,P015,Pizza congelada,Congelado,2.79,1,8.6,0.0,0,55,41,real
2025-01-02,T002,P001,Leche entera,Lacteos,1.25,0,8.6,0.0,0,75,50,real
2025-01-02,T002,P002,Yogur natural,Lacteos,0.99,1,8.6,0.0,0,43,56,real
2025-01-02,T002,P003,Queso fresco,Lacteos,2.6,0,8.6,0.0,0,33,25,real
2025-01-02,T002,P004,Pan de molde,Panaderia,1.55,0,8.6,0.0,0,67,52,real
2025-01-02,T002,P005,Bolleria,Panaderia,1.8,0,8.6,0.0,0,46,30,real
2025-01-02,T002,P006,Manzanas,Fruta,1.98,1,8.6,0.0,0,56,44,real
2025-01-02,T002,P007,Platanos,Fruta,1.75,1,8.6,0.0,0,77,58,real
2025-01-02,T002,P008,Ensalada preparada,Fresco,2.75,0,8.6,0.0,0,32,25,real
2025-01-02,T002,P009,Agua mineral,Bebidas,0.7,0,8.6,0.0,0,39,52,real
2025-01-02,T002,P010,Refresco cola,Bebidas,1.2,0,8.6,0.0,0,67,45,real
2025-01-02,T002,P011,Cafe molido,Despensa,3.4,0,8.6,0.0,0,27,19,real
2025-01-02,T002,P012,Arroz,Despensa,1.22,1,8.6,0.0,0,50,48,real
2025-01-02,T002,P013,Pasta,Despensa,1.15,0,8.6,0.0,0,54,36,real
2025-01-02,T002,P014,Helado,Congelado,2.9,0,8.6,0.0,0,19,19,real
2025-01-02,T002,P015,Pizza congelada,Congelado,3.1,0,8.6,0.0,0,39,26,real
2025-01-02,T003,P001,Leche entera,Lacteos,1.25,0,8.6,0.0,0,56,66,real
2025-01-02,T003,P002,Yogur natural,Lacteos,1.1,0,8.6,0.0,0,78,61,real
2025-01-02,T003,P003,Queso fresco,Lacteos,2.6,0,8.6,0.0,0,27,35,real
2025-01-02,T003,P004,Pan de molde,Panaderia,1.55,0,8.6,0.0,0,102,70,real
2025-01-02,T003,P005,Bolleria,Panaderia,1.8,0,8.6,0.0,0,56,40,real
2025-01-02,T003,P006,Manzanas,Fruta,2.2,0,8.6,0.0,0,43,42,real
2025-01-02,T003,P007,Platanos,Fruta,1.95,0,8.6,0.0,0,52,56,real
2025-01-02,T003,P008,Ensalada preparada,Fresco,2.75,0,8.6,0.0,0,31,31,real
2025-01-02,T003,P009,Agua mineral,Bebidas,0.7,0,8.6,0.0,0,51,83,real
2025-01-02,T003,P010,Refresco cola,Bebidas,1.2,0,8.6,0.0,0,85,58,real
2025-01-02,T003,P011,Cafe molido,Despensa,3.4,0,8.6,0.0,0,36,30,real
2025-01-02,T003,P012,Arroz,Despensa,1.35,0,8.6,0.0,0,59,50,real
2025-01-02,T003,P013,Pasta,Despensa,1.03,1,8.6,0.0,0,94,54,real
2025-01-02,T003,P014,Helado,Congelado,2.9,0,8.6,0.0,0,25,29,real
2025-01-02,T003,P015,Pizza congelada,Congelado,3.1,0,8.6,0.0,0,46,37,real
2025-01-02,T004,P001,Leche entera,Lacteos,1.25,0,8.6,0.0,0,53,50,real
2025-01-02,T004,P002,Yogur natural,Lacteos,1.1,0,8.6,0.0,0,35,33,real
2025-01-02,T004,P003,Queso fresco,Lacteos,2.34,1,8.6,0.0,0,48,37,real
2025-01-02,T004,P004,Pan de molde,Panaderia,1.55,0,8.6,0.0,0,66,42,real
2025-01-02,T004,P005,Bolleria,Panaderia,1.8,0,8.6,0.0,0,23,30,real
2025-01-02,T004,P006,Manzanas,Fruta,2.2,0,8.6,0.0,0,37,46,real
2025-01-02,T004,P007,Platanos,Fruta,1.95,0,8.6,0.0,0,40,37,real
2025-01-02,T004,P008,Ensalada preparada,Fresco,2.75,0,8.6,0.0,0,24,21,real
2025-01-02,T004,P009,Agua mineral,Bebidas,0.63,1,8.6,0.0,0,67,62,real
2025-01-02,T004,P010,Refresco cola,Bebidas,1.2,0,8.6,0.0,0,62,40,real
2025-01-02,T004,P011,Cafe molido,Despensa,3.4,0,8.6,0.0,0,7,7,real
2025-01-02,T004,P012,Arroz,Despensa,1.35,0,8.6,0.0,0,44,37,real
2025-01-02,T004,P013,Pasta,Despensa,1.15,0,8.6,0.0,0,38,31,real
2025-01-02,T004,P014,Helado,Congelado,2.9,0,8.6,0.0,0,28,20,real
2025-01-02,T004,P015,Pizza congelada,Congelado,2.79,1,8.6,0.0,0,26,29,real
2025-01-02,T005,P001,Leche entera,Lacteos,1.25,0,8.6,0.0,0,55,62,real
2025-01-02,T005,P002,Yogur natural,Lacteos,1.1,0,8.6,0.0,0,56,40,real
2025-01-02,T005,P003,Queso fresco,Lacteos,2.6,0,8.6,0.0,0,23,29,real
2025-01-02,T005,P004,Pan de molde,Panaderia,1.55,0,8.6,0.0,0,83,63,real
2025-01-02,T005,P005,Bolleria,Panaderia,1.8,0,8.6,0.0,0,42,30,real
2025-01-02,T005,P006,Manzanas,Fruta,2.2,0,8.6,0.0,0,50,45,real
2025-01-02,T005,P007,Platanos,Fruta,1.95,0,8.6,0.0,0,36,54,real
2025-01-02,T005,P008,Ensalada preparada,Fresco,2.75,0,8.6,0.0,0,22,22,real
2025-01-02,T005,P009,Agua mineral,Bebidas,0.7,0,8.6,0.0,0,86,58,real
2025-01-02,T005,P010,Refresco cola,Bebidas,1.08,1,8.6,0.0,0,60,65,real
2025-01-02,T005,P011,Cafe molido,Despensa,3.4,0,8.6,0.0,0,34,26,real
2025-01-02,T005,P012,Arroz,Despensa,1.35,0,8.6,0.0,0,52,37,real
2025-01-02,T005,P013,Pasta,Despensa,1.15,0,8.6,0.0,0,50,35,real
2025-01-02,T005,P014,Helado,Congelado,2.9,0,8.6,0.0,0,31,23,real
2025-01-02,T005,P015,Pizza congelada,Congelado,3.1,0,8.6,0.0,0,39,30,real
2025-01-03,T001,P001,Leche entera,Lacteos,1.25,0,8.1,0.0,0,54,58,real
2025-01-03,T001,P002,Yogur natural,Lacteos,1.1,0,8.1,0.0,0,53,47,real
2025-01-03,T001,P003,Queso fresco,Lacteos,2.6,0,8.1,0.0,0,25,29,real
2025-01-03,T001,P004,Pan de molde,Panaderia,1.55,0,8.1,0.0,0,61,62,real
2025-01-03,T001,P005,Bolleria,Panaderia,1.62,1,8.1,0.0,0,42,47,real
2025-01-03,T001,P006,Manzanas,Fruta,2.2,0,8.1,0.0,0,37,43,real
2025-01-03,T001,P007,Platanos,Fruta,1.95,0,8.1,0.0,0,54,59,real
2025-01-03,T001,P008,Ensalada preparada,Fresco,2.75,0,8.1,0.0,0,40,29,real
2025-01-03,T001,P009,Agua mineral,Bebidas,0.7,0,8.1,0.0,0,84,51,real
2025-01-03,T001,P010,Refresco cola,Bebidas,1.2,0,8.1,0.0,0,39,55,real
2025-01-03,T001,P011,Cafe molido,Despensa,3.4,0,8.1,0.0,0,37,23,real
2025-01-03,T001,P012,Arroz,Despensa,1.35,0,8.1,0.0,0,60,48,real
2025-01-03,T001,P013,Pasta,Despensa,1.15,0,8.1,0.0,0,40,48,real
2025-01-03,T001,P014,Helado,Congelado,2.9,0,8.1,0.0,0,18,21,real
2025-01-03,T001,P015,Pizza congelada,Congelado,3.1,0,8.1,0.0,0,32,33,real
2025-01-03,T002,P001,Leche entera,Lacteos,1.25,0,8.1,0.0,0,42,52,real
2025-01-03,T002,P002,Yogur natural,Lacteos,0.99,1,8.1,0.0,0,54,55,real
2025-01-03,T002,P003,Queso fresco,Lacteos,2.34,1,8.1,0.0,0,44,41,real
2025-01-03,T002,P004,Pan de molde,Panaderia,1.55,0,8.1,0.0,0,42,52,real
2025-01-03,T002,P005,Bolleria,Panaderia,1.8,0,8.1,0.0,0,31,29,real
2025-01-03,T002,P006,Manzanas,Fruta,2.2,0,8.1,0.0,0,55,37,real
2025-01-03,T002,P007,Platanos,Fruta,1.95,0,8.1,0.0,0,19,19,real
2025-01-03,T002,P008,Ensalada preparada,Fresco,2.75,0,8.1,0.0,0,25,24,real
2025-01-03,T002,P009,Agua mineral,Bebidas,0.7,0,8.1,0.0,0,65,53,real
2025-01-03,T002,P010,Refresco cola,Bebidas,1.2,0,8.1,0.0,0,12,12,real
2025-01-03,T002,P011,Cafe molido,Despensa,3.06,1,8.1,0.0,0,37,31,real
2025-01-03,T002,P012,Arroz,Despensa,1.35,0,8.1,0.0,0,51,39,real
2025-01-03,T002,P013,Pasta,Despensa,1.03,1,8.1,0.0,0,59,55,real
2025-01-03,T002,P014,Helado,Congelado,2.61,1,8.1,0.0,0,36,25,real
2025-01-03,T002,P015,Pizza congelada,Congelado,2.79,1,8.1,0.0,0,26,43,real
2025-01-03,T003,P001,Leche entera,Lacteos,1.25,0,8.1,0.0,0,97,68,real
2025-01-03,T003,P002,Yogur natural,Lacteos,1.1,0,8.1,0.0,0,41,47,real
2025-01-03,T003,P003,Queso fresco,Lacteos,2.6,0,8.1,0.0,0,29,31,real
2025-01-03,T003,P004,Pan de molde,Panaderia,1.55,0,8.1,0.0,0,84,72,real
2025-01-03,T003,P005,Bolleria,Panaderia,1.8,0,8.1,0.0,0,55,39,real
2025-01-03,T003,P006,Manzanas,Fruta,2.2,0,8.1,0.0,0,54,55,real
2025-01-03,T003,P007,Platanos,Fruta,1.95,0,8.1,0.0,0,80,59,real
2025-01-03,T003,P008,Ensalada preparada,Fresco,2.48,1,8.1,0.0,0,60,39,real
2025-01-03,T003,P009,Agua mineral,Bebidas,0.7,0,8.1,0.0,0,86,60,real
2025-01-03,T003,P010,Refresco cola,Bebidas,1.2,0,8.1,0.0,0,88,49,real
2025-01-03,T003,P011,Cafe molido,Despensa,3.4,0,8.1,0.0,0,34,28,real
2025-01-03,T003,P012,Arroz,Despensa,1.35,0,8.1,0.0,0,67,55,real
2025-01-03,T003,P013,Pasta,Despensa,1.15,0,8.1,0.0,0,68,49,real
2025-01-03,T003,P014,Helado,Congelado,2.9,0,8.1,0.0,0,24,23,real
2025-01-03,T003,P015,Pizza congelada,Congelado,3.1,0,8.1,0.0,0,20,20,real
2025-01-03,T004,P001,Leche entera,Lacteos,1.25,0,8.1,0.0,0,42,48,real
2025-01-03,T004,P002,Yogur natural,Lacteos,1.1,0,8.1,0.0,0,53,34,real
2025-01-03,T004,P003,Queso fresco,Lacteos,2.6,0,8.1,0.0,0,19,25,real
2025-01-03,T004,P004,Pan de molde,Panaderia,1.4,1,8.1,0.0,0,84,63,real
2025-01-03,T004,P005,Bolleria,Panaderia,1.8,0,8.1,0.0,0,37,25,real
2025-01-03,T004,P006,Manzanas,Fruta,2.2,0,8.1,0.0,0,52,39,real
2025-01-03,T004,P007,Platanos,Fruta,1.95,0,8.1,0.0,0,53,43,real
2025-01-03,T004,P008,Ensalada preparada,Fresco,2.75,0,8.1,0.0,0,25,25,real
2025-01-03,T004,P009,Agua mineral,Bebidas,0.7,0,8.1,0.0,0,64,52,real
2025-01-03,T004,P010,Refresco cola,Bebidas,1.2,0,8.1,0.0,0,40,36,real
2025-01-03,T004,P011,Cafe molido,Despensa,3.06,1,8.1,0.0,0,24,24,real
2025-01-03,T004,P012,Arroz,Despensa,1.35,0,8.1,0.0,0,49,38,real
2025-01-03,T004,P013,Pasta,Despensa,1.15,0,8.1,0.0,0,39,36,real
2025-01-03,T004,P014,Helado,Congelado,2.9,0,8.1,0.0,0,22,20,real
2025-01-03,T004,P015,Pizza congelada,Congelado,2.79,1,8.1,0.0,0,28,43,real
2025-01-03,T005,P001,Leche entera,Lacteos,1.25,0,8.1,0.0,0,41,57,real
2025-01-03,T005,P002,Yogur natural,Lacteos,1.1,0,8.1,0.0,0,66,48,real
2025-01-03,T005,P003,Queso fresco,Lacteos,2.6,0,8.1,0.0,0,25,32,real
2025-01-03,T005,P004,Pan de molde,Panaderia,1.55,0,8.1,0.0,0,84,62,real
2025-01-03,T005,P005,Bolleria,Panaderia,1.8,0,8.1,0.0,0,37,33,real
2025-01-03,T005,P006,Manzanas,Fruta,1.98,1,8.1,0.0,0,84,60,real
2025-01-03,T005,P007,Platanos,Fruta,1.95,0,8.1,0.0,0,51,44,real
2025-01-03,T005,P008,Ensalada preparada,Fresco,2.75,0,8.1,0.0,0,21,25,real
2025-01-03,T005,P009,Agua mineral,Bebidas,0.7,0,8.1,0.0,0,55,53,real
2025-01-03,T005,P010,Refresco cola,Bebidas,1.08,1,8.1,0.0,0,85,63,real
2025-01-03,T005,P011,Cafe molido,Despensa,3.4,0,8.1,0.0,0,23,30,real
2025-01-03,T005,P012,Arroz,Despensa,1.35,0,8.1,0.0,0,47,35,real
2025-01-03,T005,P013,Pasta,Despensa,1.15,0,8.1,0.0,0,40,43,real
2025-01-03,T005,P014,Helado,Congelado,2.9,0,8.1,0.0,0,29,18,real
2025-01-03,T005,P015,Pizza congelada,Congelado,3.1,0,8.1,0.0,0,26,27,real
2025-01-04,T001,P001,Leche entera,Lacteos,1.12,1,7.5,0.0,0,65,80,real
2025-01-04,T001,P002,Yogur natural,Lacteos,0.99,1,7.5,0.0,0,64,58,real
2025-01-04,T001,P003,Queso fresco,Lacteos,2.6,0,7.5,0.0,0,29,28,real
2025-01-04,T001,P004,Pan de molde,Panaderia,1.55,0,7.5,0.0,0,80,67,real
2025-01-04,T001,P005,Bolleria,Panaderia,1.8,0,7.5,0.0,0,58,45,real
2025-01-04,T001,P006,Manzanas,Fruta,2.2,0,7.5,0.0,0,69,42,real
2025-01-04,T001,P007,Platanos,Fruta,1.95,0,7.5,0.0,0,63,51,real
2025-01-04,T001,P008,Ensalada preparada,Fresco,2.75,0,7.5,0.0,0,22,27,real
2025-01-04,T001,P009,Agua mineral,Bebidas,0.7,0,7.5,0.0,0,91,63,real
2025-01-04,T001,P010,Refresco cola,Bebidas,1.2,0,7.5,0.0,0,51,72,real
2025-01-04,T001,P011,Cafe molido,Despensa,3.4,0,7.5,0.0,0,39,27,real
2025-01-04,T001,P012,Arroz,Despensa,1.35,0,7.5,0.0,0,18,18,real
2025-01-04,T001,P013,Pasta,Despensa,1.15,0,7.5,0.0,0,41,44,real
2025-01-04,T001,P014,Helado,Congelado,2.9,0,7.5,0.0,0,38,25,real
2025-01-04,T001,P015,Pizza congelada,Congelado,3.1,0,7.5,0.0,0,55,38,real
2025-01-04,T002,P001,Leche entera,Lacteos,1.25,0,7.5,0.0,0,39,46,real
2025-01-04,T002,P002,Yogur natural,Lacteos,1.1,0,7.5,0.0,0,51,39,real
2025-01-04,T002,P003,Queso fresco,Lacteos,2.6,0,7.5,0.0,0,33,28,real
2025-01-04,T002,P004,Pan de molde,Panaderia,1.55,0,7.5,0.0,0,52,68,real
2025-01-04,T002,P005,Bolleria,Panaderia,1.8,0,7.5,0.0,0,47,32,real
2025-01-04,T002,P006,Manzanas,Fruta,2.2,0,7.5,0.0,0,52,39,real
2025-01-04,T002,P007,Platanos,Fruta,1.95,0,7.5,0.0,0,61,41,real
2025-01-04,T002,P008,Ensalada preparada,Fresco,2.75,0,7.5,0.0,0,24,22,real
2025-01-04,T002,P009,Agua mineral,Bebidas,0.7,0,7.5,0.0,0,64,70,real
2025-01-04,T002,P010,Refresco cola,Bebidas,1.2,0,7.5,0.0,0,67,54,real
2025-01-04,T002,P011,Cafe molido,Despensa,3.4,0,7.5,0.0,0,20,20,real
2025-01-04,T002,P012,Arroz,Despensa,1.35,0,7.5,0.0,0,49,43,real
2025-01-04,T002,P013,Pasta,Despensa,1.15,0,7.5,0.0,0,45,45,real
2025-01-04,T002,P014,Helado,Congelado,2.9,0,7.5,0.0,0,31,26,real
2025-01-04,T002,P015,Pizza congelada,Congelado,3.1,0,7.5,0.0,0,38,26,real
2025-01-04,T003,P001,Leche entera,Lacteos,1.12,1,7.5,0.0,0,97,78,real
2025-01-04,T003,P002,Yogur natural,Lacteos,0.99,1,7.5,0.0,0,101,74,real
2025-01-04,T003,P003,Queso fresco,Lacteos,2.6,0,7.5,0.0,0,29,32,real
2025-01-04,T003,P004,Pan de molde,Panaderia,1.55,0,7.5,0.0,0,107,84,real
2025-01-04,T003,P005,Bolleria,Panaderia,1.8,0,7.5,0.0,0,67,51,real
2025-01-04,T003,P006,Manzanas,Fruta,2.2,0,7.5,0.0,0,61,47,real
2025-01-04,T003,P007,Platanos,Fruta,1.95,0,7.5,0.0,0,65,55,real
2025-01-04,T003,P008,Ensalada preparada,Fresco,2.75,0,7.5,0.0,0,30,21,real
2025-01-04,T003,P009,Agua mineral,Bebidas,0.7,0,7.5,0.0,0,114,68,real
2025-01-04,T003,P010,Refresco cola,Bebidas,1.2,0,7.5,0.0,0,65,65,real
2025-01-04,T003,P011,Cafe molido,Despensa,3.4,0,7.5,0.0,0,45,25,real
2025-01-04,T003,P012,Arroz,Despensa,1.22,1,7.5,0.0,0,76,75,real
2025-01-04,T003,P013,Pasta,Despensa,1.15,0,7.5,0.0,0,57,41,real
2025-01-04,T003,P014,Helado,Congelado,2.9,0,7.5,0.0,0,27,29,real
2025-01-04,T003,P015,Pizza congelada,Congelado,3.1,0,7.5,0.0,0,37,40,real
2025-01-04,T004,P001,Leche entera,Lacteos,1.12,1,7.5,0.0,0,79,67,real
2025-01-04,T004,P002,Yogur natural,Lacteos,1.1,0,7.5,0.0,0,39,31,real
2025-01-04,T004,P003,Queso fresco,Lacteos,2.6,0,7.5,0.0,0,38,28,real
2025-01-04,T004,P004,Pan de molde,Panaderia,1.4,1,7.5,0.0,0,86,74,real
2025-01-04,T004,P005,Bolleria,Panaderia,1.8,0,7.5,0.0,0,49,31,real
2025-01-04,T004,P006,Manzanas,Fruta,2.2,0,7.5,0.0,0,41,39,real
2025-01-04,T004,P007,Platanos,Fruta,1.95,0,7.5,0.0,0,51,41,real
2025-01-04,T004,P008,Ensalada preparada,Fresco,2.75,0,7.5,0.0,0,34,21,real
2025-01-04,T004,P009,Agua mineral,Bebidas,0.7,0,7.5,0.0,0,70,55,real
2025-01-04,T004,P010,Refresco cola,Bebidas,1.2,0,7.5,0.0,0,69,46,real
2025-01-04,T004,P011,Cafe molido,Despensa,3.4,0,7.5,0.0,0,28,21,real
2025-01-04,T004,P012,Arroz,Despensa,1.35,0,7.5,0.0,0,28,39,real
2025-01-04,T004,P013,Pasta,Despensa,1.15,0,7.5,0.0,0,51,40,real
2025-01-04,T004,P014,Helado,Congelado,2.9,0,7.5,0.0,0,24,19,real
2025-01-04,T004,P015,Pizza congelada,Congelado,3.1,0,7.5,0.0,0,41,35,real
2025-01-04,T005,P001,Leche entera,Lacteos,1.25,0,7.5,0.0,0,30,30,real
2025-01-04,T005,P002,Yogur natural,Lacteos,1.1,0,7.5,0.0,0,45,43,real
2025-01-04,T005,P003,Queso fresco,Lacteos,2.6,0,7.5,0.0,0,35,31,real
2025-01-04,T005,P004,Pan de molde,Panaderia,1.4,1,7.5,0.0,0,71,90,real
2025-01-04,T005,P005,Bolleria,Panaderia,1.8,0,7.5,0.0,0,38,37,real
2025-01-04,T005,P006,Manzanas,Fruta,1.98,1,7.5,0.0,0,63,55,real
2025-01-04,T005,P007,Platanos,Fruta,1.95,0,7.5,0.0,0,36,45,real
2025-01-04,T005,P008,Ensalada preparada,Fresco,2.75,0,7.5,0.0,0,34,24,real
2025-01-04,T005,P009,Agua mineral,Bebidas,0.7,0,7.5,0.0,0,66,70,real
2025-01-04,T005,P010,Refresco cola,Bebidas,1.2,0,7.5,0.0,0,62,59,real
2025-01-04,T005,P011,Cafe molido,Despensa,3.4,0,7.5,0.0,0,22,23,real
